content_raw,content_clean,account_type,account_category,source_file,provisional_label,keyword_hits,strong_hits,medium_hits,reject_hits,match_score,final_label,review_decision,review_notes
"Let's be clear. Russia did NOT hack the election. They hacked DNC emails. Read facts, not headlines.","Let's be clear. Russia did NOT hack the election. They hacked DNC emails. Read facts, not headlines.",Right,RightTroll,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bhack\\b', '\\bhacked\\b']","['\\bhack\\b', '\\bhacked\\b']",[],[],20,,,
#WakeUpAmerica   What's next hacking the code 2⃣the � �Officials: Second hack exposed�military and intel data➿ http://t.co/7MDY1NXLgW,#WakeUpAmerica What's next hacking the code 2⃣the � �Officials: Second hack exposed�military and intel data➿,Right,RightTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhack\\b', '\\bhacking\\b']","['\\bhack\\b', '\\bhacking\\b']",[],[],20,,,
DEVELOPING: Report That U.S. Army Website Hacked by SEA - The hacker group Syrian Electronic Army broke into the U... http://t.co/KjJhVQbSqE,DEVELOPING: Report That U.S. Army Website Hacked by SEA - The hacker group Syrian Electronic Army broke into the U...,left,LeftTroll,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bhacker\\b', '\\bhacked\\b']","['\\bhacker\\b', '\\bhacked\\b']",[],[],20,,,
Hackers Used Yahoo’s Own Software Against It in Data Breach \| #IntelGroup  https://t.co/bQXOk7o8Vk,Hackers Used Yahoo’s Own Software Against It in Data Breach \| #IntelGroup,left,LeftTroll,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bhackers\\b', '\\bbreach\\b', '\\bsoftware\\b']","['\\bhackers\\b', '\\bbreach\\b']",['\\bsoftware\\b'],[],22,,,
"'@lessig that's strange wording. ""hacked our elections"". If they hacked DNC / RNC, that's not ""hacking elections""'","' that's strange wording. ""hacked our elections"". If they hacked DNC / RNC, that's not ""hacking elections""'",Right,RightTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhacked\\b', '\\bhacking\\b']","['\\bhacked\\b', '\\bhacking\\b']",[],[],20,,,
"Russia hacked not only voter rolls but US infrastructure, threatening citizen safety, and Trump applauds joint ""cybersecurity group"" venture","Russia hacked not only voter rolls but US infrastructure, threatening citizen safety, and Trump applauds joint ""cybersecurity group"" venture",left,LeftTroll,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhacked\\b']","['\\bcybersecurity\\b', '\\bhacked\\b']",[],[],20,,,
#politics Sanders campaign drops lawsuit against DNC over voter database breach,#politics Sanders campaign drops lawsuit against DNC over voter database breach,local,NewsFeed,IRAhandle_tweets_8.csv,Technology & Cyber,"['\\bdatabase\\b', '\\bbreach\\b']","['\\bdatabase\\b', '\\bbreach\\b']",[],[],20,,,
"Gee, was U.S. NATIONAL SECURITY hurt by ""Russians"" hacking Clinton's campaign? Or was Clinton owning  unencrypted server greater threat?","Gee, was U.S. NATIONAL SECURITY hurt by ""Russians"" hacking Clinton's campaign? Or was Clinton owning unencrypted server greater threat?",Right,RightTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhacking\\b', '\\bserver\\b']","['\\bhacking\\b', '\\bserver\\b']",[],[],20,,,
#mar RT immigrant_legal: Because The Russia Hacking Narrative Is Dead  DNC hack was an inside job‼️not Russia‼️https://t.co/ush1YfDaMQ #Why…,#mar RT immigrant_legal: Because The Russia Hacking Narrative Is Dead DNC hack was an inside job‼️not Russia‼️ #Why…,Right,RightTroll,IRAhandle_tweets_5.csv,Technology & Cyber,"['\\bhack\\b', '\\bhacking\\b']","['\\bhack\\b', '\\bhacking\\b']",[],[],20,,,
Does FBI Director Comey forget about this??   FBI Now 99% Certain at Least 5 Foreign Services Hacked Into Hillary's Server: https://t.co/PJqjY9w1Bm,Does FBI Director Comey forget about this?? FBI Now 99% Certain at Least 5 Foreign Services Hacked Into Hillary's Server:,Right,RightTroll,IRAhandle_tweets_6.csv,Technology & Cyber,"['\\bhacked\\b', '\\bserver\\b']","['\\bhacked\\b', '\\bserver\\b']",[],[],20,,,
"#Hacking ""we hack nations➡️they hack us"" NO EVIDENCE �RUSSIA in elections‼Demos miss leading‼@BarackObama interfered in #Israels elections� https://t.co/2yl71rgy0d","#Hacking ""we hack nations➡️they hack us"" NO EVIDENCE �RUSSIA in elections‼Demos miss leading‼ interfered in #Israels elections�",Right,RightTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhack\\b', '\\bhacking\\b']","['\\bhack\\b', '\\bhacking\\b']",[],[],20,,,
"'@LouDobbs show Per #FBI @ least 5 ForeignNations hacked #HillaryClinton's server opposite of Obama in 2015 ""server not Natl Security threat""'","' show Per #FBI @ least 5 ForeignNations hacked #HillaryClinton's server opposite of Obama in 2015 ""server not Natl Security threat""'",Right,RightTroll,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bhacked\\b', '\\bserver\\b']","['\\bhacked\\b', '\\bserver\\b']",[],[],20,,,
"1) No, you catch hackers after they've hacked by following the trail 2) No, they aren't all 400lb couch potatoes - who said that anyway? https://t.co/ea1LNHh3p2","1) No, you catch hackers after they've hacked by following the trail 2) No, they aren't all 400lb couch potatoes - who said that anyway?",left,LeftTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhackers\\b', '\\bhacked\\b']","['\\bhackers\\b', '\\bhacked\\b']",[],[],20,,,
Bangladesh central bank says U.S. account hacked; Fed denies breach  #business,Bangladesh central bank says U.S. account hacked; Fed denies breach #business,local,NewsFeed,IRAhandle_tweets_8.csv,Technology & Cyber,"['\\bhacked\\b', '\\bbreach\\b']","['\\bhacked\\b', '\\bbreach\\b']",[],[],20,,,
"Buried in The New Yorker's narrative-boosting ""Russia hacked 2016 election"" story:  Obama stood down on Iran hacking US because of Iran deal https://t.co/7Eab62d3MS","Buried in The New Yorker's narrative-boosting ""Russia hacked 2016 election"" story: Obama stood down on Iran hacking US because of Iran deal",Right,RightTroll,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bhacked\\b', '\\bhacking\\b']","['\\bhacked\\b', '\\bhacking\\b']",[],[],20,,,
FBI Now 99% Certain at Least 5 Foreign Services Hacked Into Hillary's Server STUNNING! #PenceAMovie https://t.co/XxEKcbLIoU,FBI Now 99% Certain at Least 5 Foreign Services Hacked Into Hillary's Server STUNNING! #PenceAMovie,Right,RightTroll,IRAhandle_tweets_6.csv,Technology & Cyber,"['\\bhacked\\b', '\\bserver\\b']","['\\bhacked\\b', '\\bserver\\b']",[],[],20,,,
Hey Democrats. Tell me how the hell Russian hackers hacked the paper ballots in Michigan?,Hey Democrats. Tell me how the hell Russian hackers hacked the paper ballots in Michigan?,Right,RightTroll,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bhackers\\b', '\\bhacked\\b']","['\\bhackers\\b', '\\bhacked\\b']",[],[],20,,,
Phony Russian Power Grid Hack Story Gets Debunked Again https://t.co/YwdUDcg8NK Russian hackers blamed 4 debunked cyber attack on the US https://t.co/vphHY3ZHyF,Phony Russian Power Grid Hack Story Gets Debunked Again Russian hackers blamed 4 debunked cyber attack on the US,Right,RightTroll,IRAhandle_tweets_3.csv,Technology & Cyber,"['\\bhackers\\b', '\\bhack\\b']","['\\bhackers\\b', '\\bhack\\b']",[],[],20,,,
Is Ashley Madison Hack Story More About Cybersecurity Or Infidelity?,Is Ashley Madison Hack Story More About Cybersecurity Or Infidelity?,Koch,Fearmonger,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhack\\b']","['\\bcybersecurity\\b', '\\bhack\\b']",[],[],20,,,
Bangladesh Bank heist similar to Sony hack; second bank hit by malware  #tech,Bangladesh Bank heist similar to Sony hack; second bank hit by malware #tech,news,NewsFeed,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bmalware\\b', '\\bhack\\b']","['\\bmalware\\b', '\\bhack\\b']",[],[],20,,,
#TopNews Hacker who exposed Hillary Clinton's email server pleads guilty,#TopNews Hacker who exposed Hillary Clinton's email server pleads guilty,news,NewsFeed,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bhacker\\b', '\\bserver\\b']","['\\bhacker\\b', '\\bserver\\b']",[],[],20,,,
"RT asamjulian: Report suggesting DNC server was leaked, not hacked comes after a year of Dems/GOP idiots calling for retaliation against Ru…","RT asamjulian: Report suggesting DNC server was leaked, not hacked comes after a year of Dems/GOP idiots calling for retaliation against Ru…",Right,RightTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhacked\\b', '\\bserver\\b']","['\\bhacked\\b', '\\bserver\\b']",[],[],20,,,
1. Trump asked Russia to hack. They did &amp; hacked emails &amp; vote databases. Trump promoted emails. 1000s of votes thrown out via #Crosscheck.,1. Trump asked Russia to hack. They did and hacked emails and vote databases. Trump promoted emails. 1000s of votes thrown out via #Crosscheck.,left,LeftTroll,IRAhandle_tweets_8.csv,Technology & Cyber,"['\\bhack\\b', '\\bhacked\\b']","['\\bhack\\b', '\\bhacked\\b']",[],[],20,,,
Your #Building Control Systems Have Been #Hacked. Now What?: https://t.co/GWHMH2dAiy @FSecure @Malwarebytes @GlassWireLabs #Cybersecurity https://t.co/rketuf9mzD,Your #Building Control Systems Have Been #Hacked. Now What?: #Cybersecurity,Right,RightTroll,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhacked\\b']","['\\bcybersecurity\\b', '\\bhacked\\b']",[],[],20,,,
"DNC rejected FBI request to examine hacked email server, law enforcement official says https://t.co/HT1LlgLj7J https://t.co/kHwDPL5Rca","DNC rejected FBI request to examine hacked email server, law enforcement official says",Right,RightTroll,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bhacked\\b', '\\bserver\\b']","['\\bhacked\\b', '\\bserver\\b']",[],[],20,,,
#HolidayInn  #hotels hit by card payment system #Hacked  - https://t.co/U7Z7U2q0LW #CyberSecurity,#HolidayInn #hotels hit by card payment system #Hacked - #CyberSecurity,Right,RightTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhacked\\b']","['\\bcybersecurity\\b', '\\bhacked\\b']",[],[],20,,,
"�� ""When talking about hacking emails, why have we left behind Clinton's server issue? She got this party started"" ~ @KellyannePolls   #MAGA https://t.co/jUKXXN65ad","�� ""When talking about hacking emails, why have we left behind Clinton's server issue? She got this party started"" ~ #MAGA",Right,RightTroll,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bhacking\\b', '\\bserver\\b']","['\\bhacking\\b', '\\bserver\\b']",[],[],20,,,
"Romanian hacker Guccifer: I breached Clinton server, 'it was easy'   https://t.co/xM5J3WwcDl","Romanian hacker Guccifer: I breached Clinton server, 'it was easy'",Right,RightTroll,IRAhandle_tweets_6.csv,Technology & Cyber,"['\\bhacker\\b', '\\bserver\\b']","['\\bhacker\\b', '\\bserver\\b']",[],[],20,,,
"WannaCry ransomware has links to North Korea, cybersecurity experts say https://t.co/wC5dRslk3M https://t.co/MZyBwjx9ZQ","WannaCry ransomware has links to North Korea, cybersecurity experts say",Right,RightTroll,IRAhandle_tweets_8.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bransomware\\b']","['\\bcybersecurity\\b', '\\bransomware\\b']",[],[],20,,,
Watch a video of how a camera gets hacked  https://t.co/ExDXzb55qo  #CyberSecurity,Watch a video of how a camera gets hacked #CyberSecurity,Right,RightTroll,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhacked\\b']","['\\bcybersecurity\\b', '\\bhacked\\b']",[],[],20,,,
New law allows government access to hack individual’s computers and phones: https://t.co/w6rsXYydU6  #hacking #privacy #phone,New law allows government access to hack individual’s computers and phones: #hacking #privacy #phone,Right,RightTroll,IRAhandle_tweets_5.csv,Technology & Cyber,"['\\bhack\\b', '\\bhacking\\b']","['\\bhack\\b', '\\bhacking\\b']",[],[],20,,,
"U.S. government hacked in unprecidented cyber breach, China suspected  #news","U.S. government hacked in unprecidented cyber breach, China suspected #news",Right,RightTroll,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bhacked\\b', '\\bbreach\\b']","['\\bhacked\\b', '\\bbreach\\b']",[],[],20,,,
US would let Apple keep software to help FBI hack iPhone  #news,US would let Apple keep software to help FBI hack iPhone #news,local,NewsFeed,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bhack\\b', '\\bsoftware\\b', '\\biphone\\b', '\\bapple\\b']",['\\bhack\\b'],"['\\bsoftware\\b', '\\biphone\\b', '\\bapple\\b']",[],16,,,
"Ohio prison system's website apparently hacked by anti-Trump, pro-Islamic State hackers https://t.co/HR7aAvxSrC https://t.co/T07ZPS8VuE","Ohio prison system's website apparently hacked by anti-Trump, pro-Islamic State hackers",local,NewsFeed,IRAhandle_tweets_6.csv,Technology & Cyber,"['\\bhackers\\b', '\\bhacked\\b']","['\\bhackers\\b', '\\bhacked\\b']",[],[],20,,,
Auditors were able to hack Arizona DES during routine cybersecurity review https://t.co/C5neT0QJaN https://t.co/UxtC4h1vsM,Auditors were able to hack Arizona DES during routine cybersecurity review,local,NewsFeed,IRAhandle_tweets_6.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhack\\b']","['\\bcybersecurity\\b', '\\bhack\\b']",[],[],20,,,
Have a hacked Yahoo account? Here's what to do after data breach,Have a hacked Yahoo account? Here's what to do after data breach,local,NewsFeed,IRAhandle_tweets_6.csv,Technology & Cyber,"['\\bhacked\\b', '\\bbreach\\b']","['\\bhacked\\b', '\\bbreach\\b']",[],[],20,,,
content_raw,content_clean,account_type,account_category,source_file,provisional_label,keyword_hits,strong_hits,medium_hits,reject_hits,match_score,final_label,review_decision,review_notes
"#topl RT tony_sanky: Resist what? 1 million jobs, record stock market, record unemployment, record business confidence, great trade deals …","#topl RT tony_sanky: Resist what? 1 million jobs, record stock market, record unemployment, record business confidence, great trade deals …",Right,RightTroll,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarket\\b', '\\bjobs\\b', '\\bunemployment\\b', '\\bstock\\b', '\\btrade\\b', '\\bmillion\\b']","['\\bbusiness\\b', '\\bmarket\\b', '\\bjobs\\b', '\\bunemployment\\b']","['\\bstock\\b', '\\btrade\\b', '\\bmillion\\b']",[],46,,,
"Oil industry cutting jobs, investment to offset lower prices  #business","Oil industry cutting jobs, investment to offset lower prices #business",local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bjobs\\b', '\\bprices\\b', '\\binvestment\\b']","['\\bbusiness\\b', '\\bjobs\\b', '\\bprices\\b', '\\binvestment\\b']",[],[],40,,,
US home market: Sales and prices up but not enough supply  #business,US home market: Sales and prices up but not enough supply #business,local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarket\\b', '\\bsales\\b', '\\bprices\\b']","['\\bbusiness\\b', '\\bmarket\\b', '\\bsales\\b', '\\bprices\\b']",[],[],40,,,
"Sanofi profits stable, strong sales in emerging markets  #business","Sanofi profits stable, strong sales in emerging markets #business",local,NewsFeed,IRAhandle_tweets_8.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarkets\\b', '\\bprofits\\b', '\\bsales\\b']","['\\bbusiness\\b', '\\bmarkets\\b', '\\bprofits\\b', '\\bsales\\b']",[],[],40,,,
RT Rubysayzz: 📉US debt 📈Retirement savings accts 📈Jobs 📉Immigration 📈Stock Market 📉Unemployment 📉Inflation 📉Regula… https://t.co/Z4TOt8TZnJ,RT Rubysayzz: 📉US debt 📈Retirement savings accts 📈Jobs 📉Immigration 📈Stock Market 📉Unemployment 📉Inflation 📉Regula…,Right,RightTroll,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarket\\b', '\\bjobs\\b', '\\bunemployment\\b', '\\bstock\\b']","['\\bmarket\\b', '\\bjobs\\b', '\\bunemployment\\b']",['\\bstock\\b'],[],32,,,
"#top RT realDonaldTrump: Highest Stock Market EVER, best economic numbers in years, unemployment lowest in 17 years, wages raising, border …","#top RT realDonaldTrump: Highest Stock Market EVER, best economic numbers in years, unemployment lowest in 17 years, wages raising, border …",Right,RightTroll,IRAhandle_tweets_5.csv,Economy & Business,"['\\beconomic\\b', '\\bmarket\\b', '\\bunemployment\\b', '\\bstock\\b']","['\\beconomic\\b', '\\bmarket\\b', '\\bunemployment\\b']",['\\bstock\\b'],[],32,,,
"Imagine what the news coverage would be if the stock market had tanked, consumer and business confidence was down, and the unemployment rate was up...  #taxcuts https://t.co/oQqjesxorW","Imagine what the news coverage would be if the stock market had tanked, consumer and business confidence was down, and the unemployment rate was up... #taxcuts",Right,RightTroll,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarket\\b', '\\bunemployment\\b', '\\bstock\\b']","['\\bbusiness\\b', '\\bmarket\\b', '\\bunemployment\\b']",['\\bstock\\b'],[],32,,,
"Mike Rowe on job market: ""6.2 million jobs are available right now. 75% of which don't require a 4 year degree."" https://t.co/BRmUWonvBK","Mike Rowe on job market: ""6.2 million jobs are available right now. 75% of which don't require a 4 year degree.""",Right,RightTroll,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarket\\b', '\\bjobs\\b', '\\bjob\\b', '\\bmillion\\b']","['\\bmarket\\b', '\\bjobs\\b', '\\bjob\\b']",['\\bmillion\\b'],[],32,,,
"RT Protrump45: -ISIS in retreat -Stock Market⏫20% -Unemployment ⤵️in 10yrs -Wages &amp;Corps profits⏫ -illegal crossings⤵️70%   Thank you, Pres…","RT Protrump45: -ISIS in retreat -Stock Market⏫20% -Unemployment ⤵️in 10yrs -Wages andCorps profits⏫ -illegal crossings⤵️70% Thank you, Pres…",Right,RightTroll,IRAhandle_tweets_3.csv,Economy & Business,"['\\bmarket\\b', '\\bprofits\\b', '\\bunemployment\\b', '\\bstock\\b']","['\\bmarket\\b', '\\bprofits\\b', '\\bunemployment\\b']",['\\bstock\\b'],[],32,,,
"Trump inherits economy: Growing at 3.2%, record high stock and home prices, record high stock prices, 4.9% unemployment and rising wages.","Trump inherits economy: Growing at 3.2%, record high stock and home prices, record high stock prices, 4.9% unemployment and rising wages.",left,LeftTroll,IRAhandle_tweets_3.csv,Economy & Business,"['\\beconomy\\b', '\\bprices\\b', '\\bunemployment\\b', '\\bstock\\b']","['\\beconomy\\b', '\\bprices\\b', '\\bunemployment\\b']",['\\bstock\\b'],[],32,,,
Portrait of US economy looks cloudier after poor jobs report  #business,Portrait of US economy looks cloudier after poor jobs report #business,local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\beconomy\\b', '\\bbusiness\\b', '\\bjobs\\b']","['\\beconomy\\b', '\\bbusiness\\b', '\\bjobs\\b']",[],[],30,,,
Weak U.S. retail sales hint at slower economic growth  #business,Weak U.S. retail sales hint at slower economic growth #business,Right,RightTroll,IRAhandle_tweets_3.csv,Economy & Business,"['\\beconomic\\b', '\\bbusiness\\b', '\\bsales\\b']","['\\beconomic\\b', '\\bbusiness\\b', '\\bsales\\b']",[],[],30,,,
"Boeing outlines ambitious five-year strategy to boost revenue, profits  #business","Boeing outlines ambitious five-year strategy to boost revenue, profits #business",local,NewsFeed,IRAhandle_tweets_8.csv,Economy & Business,"['\\bbusiness\\b', '\\bprofits\\b', '\\brevenue\\b']","['\\bbusiness\\b', '\\bprofits\\b', '\\brevenue\\b']",[],[],30,,,
"Silicon Valley office market, economy will boom in 2016: Colliers report https://t.co/qe0xrk0FZp #business","Silicon Valley office market, economy will boom in 2016: Colliers report #business",local,NewsFeed,IRAhandle_tweets_6.csv,Economy & Business,"['\\beconomy\\b', '\\bbusiness\\b', '\\bmarket\\b']","['\\beconomy\\b', '\\bbusiness\\b', '\\bmarket\\b']",[],[],30,,,
"Coke profit jumps, helped by price increases  #business","Coke profit jumps, helped by price increases #business",Right,RightTroll,IRAhandle_tweets_1.csv,Economy & Business,"['\\bbusiness\\b', '\\bprofit\\b', '\\bprice\\b']","['\\bbusiness\\b', '\\bprofit\\b', '\\bprice\\b']",[],[],30,,,
"Sales flat, prices up in February Bay Area housing market  #news","Sales flat, prices up in February Bay Area housing market #news",local,NewsFeed,IRAhandle_tweets_6.csv,Economy & Business,"['\\bmarket\\b', '\\bsales\\b', '\\bprices\\b']","['\\bmarket\\b', '\\bsales\\b', '\\bprices\\b']",[],[],30,,,
Exxon's 1Q profit plunges 63 percent on lower oil prices  #business,Exxon's 1Q profit plunges 63 percent on lower oil prices #business,local,NewsFeed,IRAhandle_tweets_8.csv,Economy & Business,"['\\bbusiness\\b', '\\bprofit\\b', '\\bprices\\b']","['\\bbusiness\\b', '\\bprofit\\b', '\\bprices\\b']",[],[],30,,,
"#top RT DebbieAAldrich: ""U.S. economy adds 209,000 jobs in July, trouncing expectations, unemployment rate falls to 4.3 percent"" -Reuters.c…","#top RT DebbieAAldrich: ""U.S. economy adds 209,000 jobs in July, trouncing expectations, unemployment rate falls to 4.3 percent"" -Reuters.c…",Right,RightTroll,IRAhandle_tweets_5.csv,Economy & Business,"['\\beconomy\\b', '\\bjobs\\b', '\\bunemployment\\b']","['\\beconomy\\b', '\\bjobs\\b', '\\bunemployment\\b']",[],[],30,,,
"Merck beats 4Q profit forecast, misses Street view on sales  #business #news","Merck beats 4Q profit forecast, misses Street view on sales #business #news",local,NewsFeed,IRAhandle_tweets_8.csv,Economy & Business,"['\\bbusiness\\b', '\\bprofit\\b', '\\bsales\\b']","['\\bbusiness\\b', '\\bprofit\\b', '\\bsales\\b']",[],[],30,,,
Job growth tumbles as U.S. employers add just 98K jobs in March; unemployment rate fal... https://t.co/eLqFBczByT https://t.co/jtJwrrnjDi,Job growth tumbles as U.S. employers add just 98K jobs in March; unemployment rate fal...,local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\bjobs\\b', '\\bjob\\b', '\\bunemployment\\b']","['\\bjobs\\b', '\\bjob\\b', '\\bunemployment\\b']",[],[],30,,,
"Badger Meter quarterly profit drops 10 percent, launches California sales push  #business","Badger Meter quarterly profit drops 10 percent, launches California sales push #business",local,NewsFeed,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bprofit\\b', '\\bsales\\b']","['\\bbusiness\\b', '\\bprofit\\b', '\\bsales\\b']",[],[],30,,,
Falling oil prices cut into Associated's profits  #business,Falling oil prices cut into Associated's profits #business,local,NewsFeed,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bprofits\\b', '\\bprices\\b']","['\\bbusiness\\b', '\\bprofits\\b', '\\bprices\\b']",[],[],30,,,
"Atlanta Real Estate Summit: Home sales, average prices to rise 4% https://t.co/rTMFBJhfia https://t.co/G7uDVz8Afm","Atlanta Real Estate Summit: Home sales, average prices to rise 4%",local,NewsFeed,IRAhandle_tweets_1.csv,Economy & Business,"['\\bsales\\b', '\\bprices\\b', '\\breal estate\\b']","['\\bsales\\b', '\\bprices\\b', '\\breal estate\\b']",[],[],30,,,
Santa Clara County job market weaker in 2015 than first thought https://t.co/6W8cCu2ZXI #business,Santa Clara County job market weaker in 2015 than first thought #business,local,NewsFeed,IRAhandle_tweets_6.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarket\\b', '\\bjob\\b']","['\\bbusiness\\b', '\\bmarket\\b', '\\bjob\\b']",[],[],30,,,
Survey: US businesses add jobs at slowest pace in 3 years  #business,Survey: US businesses add jobs at slowest pace in 3 years #business,local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bbusinesses\\b', '\\bjobs\\b']","['\\bbusiness\\b', '\\bbusinesses\\b', '\\bjobs\\b']",[],[],30,,,
Regal Beloit posts a higher quarterly profit despite weakness in industrial markets  #business,Regal Beloit posts a higher quarterly profit despite weakness in industrial markets #business,local,NewsFeed,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarkets\\b', '\\bprofit\\b']","['\\bbusiness\\b', '\\bmarkets\\b', '\\bprofit\\b']",[],[],30,,,
"#business Kroger reports record profit, sales growth softens","#business Kroger reports record profit, sales growth softens",local,NewsFeed,IRAhandle_tweets_8.csv,Economy & Business,"['\\bbusiness\\b', '\\bprofit\\b', '\\bsales\\b']","['\\bbusiness\\b', '\\bprofit\\b', '\\bsales\\b']",[],[],30,,,
"U.S. Economy adds 223,000 jobs in June as jobless rate drops to 5.3%  #business","U.S. Economy adds 223,000 jobs in June as jobless rate drops to 5.3% #business",local,NewsFeed,IRAhandle_tweets_5.csv,Economy & Business,"['\\beconomy\\b', '\\bbusiness\\b', '\\bjobs\\b']","['\\beconomy\\b', '\\bbusiness\\b', '\\bjobs\\b']",[],[],30,,,
Crowd-funding: a new real estate investment model https://t.co/FyYezMPic8 #business,Crowd-funding: a new real estate investment model #business,local,NewsFeed,IRAhandle_tweets_6.csv,Economy & Business,"['\\bbusiness\\b', '\\binvestment\\b', '\\breal estate\\b']","['\\bbusiness\\b', '\\binvestment\\b', '\\breal estate\\b']",[],[],30,,,
Where does your job rank on U.S. News' 2016 'best jobs' list?  #business,Where does your job rank on U.S. News' 2016 'best jobs' list? #business,local,NewsFeed,IRAhandle_tweets_6.csv,Economy & Business,"['\\bbusiness\\b', '\\bjobs\\b', '\\bjob\\b']","['\\bbusiness\\b', '\\bjobs\\b', '\\bjob\\b']",[],[],30,,,
"Congress passed Russia sanctions with a 98-2 vote in Senate, and 419-3 vote in House. The president refuses to implement them, disobeys Congress bill. This, right here, is an impeachable offense.  Now is NOT the time to be SILENT! Call Senate. 202-224-3121    #TrumpRussia #SOTU","Congress passed Russia sanctions with a 98-2 vote in Senate, and 419-3 vote in House. The president refuses to implement them, disobeys Congress bill. This, right here, is an impeachable offense. Now is NOT the time to be SILENT! Call Senate. 202-224-3121 #TrumpRussia #SOTU",left,LeftTroll,IRAhandle_tweets_4.csv,Politics & Governance,"['\\bvote\\b', '\\bsenate\\b', '\\bcongress\\b', '\\bpresident\\b', '\\bsanctions\\b', '\\brussia\\b']","['\\bvote\\b', '\\bsenate\\b', '\\bcongress\\b', '\\bpresident\\b', '\\bsanctions\\b']",['\\brussia\\b'],[],52,,,
It's not about President Trump. It's about our future elections.  All States should review their voter rolls before next election https://t.co/se6np5o9N3,It's not about President Trump. It's about our future elections. All States should review their voter rolls before next election,Right,RightTroll,IRAhandle_tweets_1.csv,Politics & Governance,"['\\belection\\b', '\\belections\\b', '\\bvoter\\b', '\\bpresident\\b', '\\btrump\\b']","['\\belection\\b', '\\belections\\b', '\\bvoter\\b', '\\bpresident\\b']",['\\btrump\\b'],[],42,,,
Britain's top court: The government can't leave the EU without a vote in Parliament https://t.co/LW7ti8f9kS #Article50 #brexit (Photo: epa) https://t.co/9fJo0ziqif,Britain's top court: The government can't leave the EU without a vote in Parliament #Article50 #brexit (Photo: epa),left,LeftTroll,IRAhandle_tweets_1.csv,Politics & Governance,"['\\bvote\\b', '\\bparliament\\b', '\\bgovernment\\b', '\\bbrexit\\b']","['\\bvote\\b', '\\bparliament\\b', '\\bgovernment\\b', '\\bbrexit\\b']",[],[],40,,,
Former Prez Obama did everything possible to try &amp; dismantle our immigration system &amp; border security.  Thank God for President Trump!,Former Prez Obama did everything possible to try and dismantle our immigration system and border security. Thank God for President Trump!,Right,RightTroll,IRAhandle_tweets_1.csv,Politics & Governance,"['\\bpresident\\b', '\\bimmigration\\b', '\\bborder\\b', '\\bobama\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bimmigration\\b', '\\bborder\\b']","['\\bobama\\b', '\\btrump\\b']",[],34,,,
