content_raw,content_clean,language,account_type,account_category,post_type,retweet,source_file,provisional_label,keyword_hits,strong_hits,medium_hits,reject_hits,strong_hit_count,medium_hit_count,reject_hit_count,match_score,final_label,review_decision,review_notes
#mar RT Voices4Humanity: BOOM!💣💥HELLO LIBERAL #NEVERTRUMPERS:) TRUMP TOOTS STOCK MARKET RECORD HIGHS😁GO TRUMP! realDonaldTrump… …,#mar RT Voices4Humanity: BOOM!💣💥HELLO LIBERAL #NEVERTRUMPERS:) TRUMP TOOTS STOCK MARKET RECORD HIGHS😁GO TRUMP! realDonaldTrump… …,English,Right,RightTroll,,0,IRAhandle_tweets_5.csv,Economy & Business,"['\\bmarket\\b', '\\bstock\\b']","['\\bmarket\\b', '\\bstock\\b']",[],[],2,0,0,24,,,
Exclusive: SEC hunts hackers who stole corporate emails to trade stocks: WASHINGTON/SAN FRANCISCO (Reuters) - U.S. securities r...  #tech,Exclusive: SEC hunts hackers who stole corporate emails to trade stocks: WASHINGTON/SAN FRANCISCO (Reuters) - U.S. securities r... #tech,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Economy & Business,"['\\bstocks\\b', '\\btrade\\b']","['\\bstocks\\b', '\\btrade\\b']",[],[],2,0,0,24,,,
Report: White Sox’s Asking Price On Chris Sale Starts With Interested Suitors’ No. 1 P... https://t.co/joRXezuOZq https://t.co/6JllNrTZFF,Report: White Sox’s Asking Price On Chris Sale Starts With Interested Suitors’ No. 1 P...,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Economy & Business,"['\\bsale\\b', '\\bprice\\b']","['\\bsale\\b', '\\bprice\\b']",[],[],2,0,0,24,,,
BREAKING: The stock market is getting hammered. Down 547 points today and counting. RT if you agree @realDonaldTrump is to blame. https://t.co/QqzdTNLZ9w,BREAKING: The stock market is getting hammered. Down 547 points today and counting. RT if you agree is to blame.,English,Right,RightTroll,,0,IRAhandle_tweets_5.csv,Economy & Business,"['\\bmarket\\b', '\\bstock\\b']","['\\bmarket\\b', '\\bstock\\b']",[],[],2,0,0,24,,,
Crazy part about buying selling and trading stocks is that is just like a damn casino. Russian Roulette to be exact. http://t.co/7YLkn69qWD,Crazy part about buying selling and trading stocks is that is just like a damn casino. Russian Roulette to be exact.,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bstocks\\b', '\\btrading\\b']","['\\bstocks\\b', '\\btrading\\b']",[],[],2,0,0,24,,,
"Before the bell TSX, U.S stocks are about to take a dive globeandmail business dld.bzdJkYX @SwiftRealty http://t.co/j95VSQuJvy","Before the bell TSX, U.S stocks are about to take a dive globeandmail business dld.bzdJkYX",English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bbusiness\\b', '\\bstocks\\b']","['\\bbusiness\\b', '\\bstocks\\b']",[],[],2,0,0,24,,,
"FOR SALE! Huge airplane. Comes with its own private server, glass ceiling & silverware smuggled from the White House. Needs minor paint job. https://t.co/8uGicAyBWE","FOR SALE! Huge airplane. Comes with its own private server, glass ceiling & silverware smuggled from the White House. Needs minor paint job.",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_3.csv,Economy & Business,"['\\bsale\\b', '\\bjob\\b']","['\\bsale\\b', '\\bjob\\b']",[],[],2,0,0,24,,,
Yahoo! initiated at buy at Mizuho. Price target 51. YHOO 625 close: 41.06 media stocks @bored2tears http://t.co/mcTmbhncxC,Yahoo! initiated at buy at Mizuho. Price target 51. YHOO 625 close: 41.06 media stocks,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bstocks\\b', '\\bprice\\b']","['\\bstocks\\b', '\\bprice\\b']",[],[],2,0,0,24,,,
We’re using Baltimore’s economic assets for job creation at all skill levels. http://t.co/G6Pm5nRcEf #GrowingEconomy http://t.co/7QsDKM3WXC,We’re using Baltimore’s economic assets for job creation at all skill levels. #GrowingEconomy,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_1.csv,Economy & Business,"['\\beconomic\\b', '\\bjob\\b']","['\\beconomic\\b', '\\bjob\\b']",[],[],2,0,0,24,,,
"#chicagodefender If you're a business person and would like to understand the keys to success and economic power,... https://t.co/YKpSL5p0mz","#chicagodefender If you're a business person and would like to understand the keys to success and economic power,...",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_4.csv,Economy & Business,"['\\beconomic\\b', '\\bbusiness\\b']","['\\beconomic\\b', '\\bbusiness\\b']",[],[],2,0,0,24,,,
"Five Volatility Indexes Rose More Than 30  Today, As Worldwide Stocks and Oil Prices Fell on News Out of Greece @CBOE http://t.co/gtuzM0i8nm","Five Volatility Indexes Rose More Than 30 Today, As Worldwide Stocks and Oil Prices Fell on News Out of Greece",English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bstocks\\b', '\\bprices\\b']","['\\bstocks\\b', '\\bprices\\b']",[],[],2,0,0,24,,,
"#top RT TrumpTrain45Pac: “We’re setting economic records, jobs are coming pouring back, factories are coming pouring back into our country.…","#top RT TrumpTrain45Pac: “We’re setting economic records, jobs are coming pouring back, factories are coming pouring back into our country.…",English,Right,RightTroll,,0,IRAhandle_tweets_8.csv,Economy & Business,"['\\beconomic\\b', '\\bjobs\\b']","['\\beconomic\\b', '\\bjobs\\b']",[],[],2,0,0,24,,,
"Truly Rich Club The Redder, the Better in the Stock Market – June 2015 investingguide @PinoyAndMoney @intrinio http://t.co/tG4uVDwvXT","Truly Rich Club The Redder, the Better in the Stock Market – June 2015 investingguide",English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarket\\b', '\\bstock\\b']","['\\bmarket\\b', '\\bstock\\b']",[],[],2,0,0,24,,,
The truth is another dip buying opportunity for the stock market. haven't we seen this before sir? @ahkautan http://t.co/4qxXjrKv2t,The truth is another dip buying opportunity for the stock market. haven't we seen this before sir?,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarket\\b', '\\bstock\\b']","['\\bmarket\\b', '\\bstock\\b']",[],[],2,0,0,24,,,
"Harley-Davidson reports drop in profit for quarter, cites strong U.S. dollar  #business","Harley-Davidson reports drop in profit for quarter, cites strong U.S. dollar #business",English,local,NewsFeed,,0,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bprofit\\b']","['\\bbusiness\\b', '\\bprofit\\b']",[],[],2,0,0,24,,,
War has cost $226 billion to #Syria economy: World Bank  https://t.co/jTtV9n4nkM https://t.co/PgbheGIHMS,War has cost $226 billion to #Syria economy: World Bank,English,news,NewsFeed,,0,IRAhandle_tweets_8.csv,Economy & Business,"['\\beconomy\\b', '\\bbank\\b', '\\bworld bank\\b', '\\bbillion\\b']",['\\beconomy\\b'],"['\\bbank\\b', '\\bworld bank\\b', '\\bbillion\\b']",[],1,3,0,24,,,
"AP, other media sue FBI for details on iPhone hacking too https://t.co/LR56fLOuwP #news","AP, other media sue FBI for details on iPhone hacking too #news",English,local,NewsFeed,,0,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\biphone\\b', '\\bhacking\\b']","['\\biphone\\b', '\\bhacking\\b']",[],[],2,0,0,23,,,
"Stocks open higher, led by energy sector as oil price rises https://t.co/m0ALoZc2zC #news","Stocks open higher, led by energy sector as oil price rises #news",English,local,NewsFeed,,0,IRAhandle_tweets_4.csv,Economy & Business,"['\\bstocks\\b', '\\bprice\\b']","['\\bstocks\\b', '\\bprice\\b']",[],[],2,0,0,23,,,
"Macy’s to cut up to 4,800 jobs after weak holiday sales  #news","Macy’s to cut up to 4,800 jobs after weak holiday sales #news",English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Economy & Business,"['\\bsales\\b', '\\bjobs\\b']","['\\bsales\\b', '\\bjobs\\b']",[],[],2,0,0,23,,,
Abita Brewing going into hard soda market: hard root beer  #business #news,Abita Brewing going into hard soda market: hard root beer #business #news,English,local,NewsFeed,,0,IRAhandle_tweets_8.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarket\\b']","['\\bbusiness\\b', '\\bmarket\\b']",[],[],2,0,0,23,,,
Trade Deal Has Local Steelworkers Worried About Jobs  #news,Trade Deal Has Local Steelworkers Worried About Jobs #news,English,local,NewsFeed,,0,IRAhandle_tweets_8.csv,Economy & Business,"['\\btrade\\b', '\\bjobs\\b']","['\\btrade\\b', '\\bjobs\\b']",[],[],2,0,0,23,,,
"Browns interview McDermott, Jackson for coaching job  #business #news","Browns interview McDermott, Jackson for coaching job #business #news",English,local,NewsFeed,,0,IRAhandle_tweets_8.csv,Economy & Business,"['\\bbusiness\\b', '\\bjob\\b']","['\\bbusiness\\b', '\\bjob\\b']",[],[],2,0,0,23,,,
Attorneys argue over evidence in real estate agent's killing  #business #news,Attorneys argue over evidence in real estate agent's killing #business #news,English,local,NewsFeed,,0,IRAhandle_tweets_8.csv,Economy & Business,"['\\bbusiness\\b', '\\breal estate\\b']","['\\bbusiness\\b', '\\breal estate\\b']",[],[],2,0,0,23,,,
On the Market: Homes for Sale in Brooklyn and Manhattan  #news,On the Market: Homes for Sale in Brooklyn and Manhattan #news,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Economy & Business,"['\\bmarket\\b', '\\bsale\\b']","['\\bmarket\\b', '\\bsale\\b']",[],[],2,0,0,23,,,
US stocks open slightly higher as crude oil price stabilizes https://t.co/H4mwHxuBLt #news,US stocks open slightly higher as crude oil price stabilizes #news,English,local,NewsFeed,,0,IRAhandle_tweets_7.csv,Economy & Business,"['\\bstocks\\b', '\\bprice\\b']","['\\bstocks\\b', '\\bprice\\b']",[],[],2,0,0,23,,,
GE to add 100 jobs at upstate New York research center  #business #news,GE to add 100 jobs at upstate New York research center #business #news,English,local,NewsFeed,,0,IRAhandle_tweets_8.csv,Economy & Business,"['\\bbusiness\\b', '\\bjobs\\b']","['\\bbusiness\\b', '\\bjobs\\b']",[],[],2,0,0,23,,,
"Hackers Get Lazy, Build Trojan On Top of Android Rooting Utility https://t.co/wX2IeFXp6c","Hackers Get Lazy, Build Trojan On Top of Android Rooting Utility",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bandroid\\b', '\\bhackers\\b']","['\\bandroid\\b', '\\bhackers\\b']",[],[],2,0,0,22,,,
FIFA 15 #fifa15 #Android #Gamer #giveaway #indiedev #Download #games #Hacked https://t.co/51nlV1VM2b,FIFA 15 #fifa15 #Android #Gamer #giveaway #indiedev #Download #games #Hacked,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bandroid\\b', '\\bhacked\\b']","['\\bandroid\\b', '\\bhacked\\b']",[],[],2,0,0,22,,,
"iOS 10: How to remove built-in apps from iPhone, iPad or iPod touch home screen https://t.co/5Q4BAqJF9c","iOS 10: How to remove built-in apps from iPhone, iPad or iPod touch home screen",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\biphone\\b', '\\bios\\b']","['\\biphone\\b', '\\bios\\b']",[],[],2,0,0,22,,,
The hacker who took over San Francisco's Muni got hacked \| #IntelGroup  https://t.co/UpMf9MHCzz,The hacker who took over San Francisco's Muni got hacked \| #IntelGroup,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhacker\\b', '\\bhacked\\b']","['\\bhacker\\b', '\\bhacked\\b']",[],[],2,0,0,22,,,
"Bangladesh Bank hackers compromised SWIFT software, warning issued  #tech","Bangladesh Bank hackers compromised SWIFT software, warning issued #tech",English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bsoftware\\b', '\\bhackers\\b']","['\\bsoftware\\b', '\\bhackers\\b']",[],[],2,0,0,22,,,
Cybersecurity experts see merit in claims of Russian hacking  #politics,Cybersecurity experts see merit in claims of Russian hacking #politics,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhacking\\b']","['\\bcybersecurity\\b', '\\bhacking\\b']",[],[],2,0,0,22,,,
Five Inmates Built Two PCs and Hacked a Prison From Within 😱 #CyberSecurity @warriors_mom  https://t.co/i1APZzkEiJ,Five Inmates Built Two PCs and Hacked a Prison From Within 😱 #CyberSecurity,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhacked\\b']","['\\bcybersecurity\\b', '\\bhacked\\b']",[],[],2,0,0,22,,,
#HolidayInn  #hotels hit by card payment system #Hacked  - https://t.co/U7Z7U2q0LW #CyberSecurity,#HolidayInn #hotels hit by card payment system #Hacked - #CyberSecurity,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhacked\\b']","['\\bcybersecurity\\b', '\\bhacked\\b']",[],[],2,0,0,22,,,
Apple working on measures to make it harder for government to hack iPhones: NYT  #tech,Apple working on measures to make it harder for government to hack iPhones: NYT #tech,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\biphones\\b', '\\bapple\\b', '\\bhack\\b']",['\\biphones\\b'],"['\\bapple\\b', '\\bhack\\b']",[],1,2,0,22,,,
Google paid Apple $1 billion in 2014 to keep search bar on iPhone: Bloomberg  #tech,Google paid Apple $1 billion in 2014 to keep search bar on iPhone: Bloomberg #tech,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b', '\\bgoogle\\b']",['\\biphone\\b'],"['\\bapple\\b', '\\bgoogle\\b']",[],1,2,0,22,,,
Apple to iPhone users: Phone is yours until you repair it  #news,Apple to iPhone users: Phone is yours until you repair it #news,English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b', '\\bphone\\b']",['\\biphone\\b'],"['\\bapple\\b', '\\bphone\\b']",[],1,2,0,21,,,
Hydravid CLOUD Video Marketing Software https://t.co/VH55VFRdSZ,Hydravid CLOUD Video Marketing Software,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bsoftware\\b', '\\bcloud\\b']","['\\bsoftware\\b', '\\bcloud\\b']",[],[],2,0,0,20,,,
Why the FBI's hack of Apple iPhone could remain top secret  #crime,Why the FBI's hack of Apple iPhone could remain top secret #crime,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b', '\\bhack\\b']",['\\biphone\\b'],"['\\bapple\\b', '\\bhack\\b']",[],1,2,0,20,,,
Apple iPhone 6 Plus 128GB Factory Unlocked GSM 4G LTE Cell Phone - Space Gray https://t.co/yOc3kyPQ58 https://t.co/yVN1VvdL8Q,Apple iPhone 6 Plus 128GB Factory Unlocked GSM 4G LTE Cell Phone - Space Gray,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b', '\\bphone\\b']",['\\biphone\\b'],"['\\bapple\\b', '\\bphone\\b']",[],1,2,0,20,,,
Foke Microsoft's Cortana revealed for Android and Apple devices http://t.co/cEbc94lKs6 #Foke,Foke Microsoft's Cortana revealed for Android and Apple devices #Foke,English,news,NewsFeed,,0,IRAhandle_tweets_3.csv,Technology & Cyber,"['\\bandroid\\b', '\\bapple\\b', '\\bdevices\\b']",['\\bandroid\\b'],"['\\bapple\\b', '\\bdevices\\b']",[],1,2,0,20,,,
We barely just received our 7's in the mail and Apple is already talking about some damn iPhone 8.,We barely just received our 7's in the mail and Apple is already talking about some damn iPhone 8.,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,18,,,
"GOOGLE BIG DNC/HILLARY DONOR� $100 MILLION�2 DNC LAST YEAR ✔FBI farms DNC server analysis out  to Crowdstrike says ""RUSSIA DID IT"" �BS ��� https://t.co/7PZpdjMxX2","GOOGLE BIG DNC/HILLARY DONOR� $100 MILLION�2 DNC LAST YEAR ✔FBI farms DNC server analysis out to Crowdstrike says ""RUSSIA DID IT"" �BS ���",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_6.csv,Technology & Cyber,"['\\bserver\\b', '\\bgoogle\\b']",['\\bserver\\b'],['\\bgoogle\\b'],[],1,1,0,18,,,
Is there a privacy screen for the iPhone 7 Plus? I couldn't find one in the Apple Store.,Is there a privacy screen for the iPhone 7 Plus? I couldn't find one in the Apple Store.,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,18,,,
"No, really, we just wasted 4 years over Hillary's private server and now Prez-Elect Trump is talking to world leaders on his private phone.","No, really, we just wasted 4 years over Hillary's private server and now Prez-Elect Trump is talking to world leaders on his private phone.",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bserver\\b', '\\bphone\\b']",['\\bserver\\b'],['\\bphone\\b'],[],1,1,0,18,,,
"Nick Young on his  tweet about bandwagon Warrior fans: ""I think my phone was hacked"" 😂 (via @anthonyVslater) https://t.co/WTvmFWLmex","Nick Young on his tweet about bandwagon Warrior fans: ""I think my phone was hacked"" 😂 (via )",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bhacked\\b', '\\bphone\\b']",['\\bhacked\\b'],['\\bphone\\b'],[],1,1,0,18,,,
Foke Apple refused to give customer called Hussain a refund for his £799 iPhone unless he could prove h... https://t.co/PoiGxyXyyi #Foke,Foke Apple refused to give customer called Hussain a refund for his £799 iPhone unless he could prove h... #Foke,English,news,NewsFeed,,0,IRAhandle_tweets_3.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,18,,,
Get 2048 Extreme.Swipe numbers together till you get to the 2048 tile #games #apple #iphone  https://t.co/s53vORqu2y https://t.co/S0E2nMA9k4,Get 2048 Extreme.Swipe numbers together till you get to the 2048 tile #games #apple #iphone,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,18,,,
"Your a jackass. I love the USA. I have been calling for cyber security forever. After the WH, DOD, &amp; State were hacked y didn't they fix it? https://t.co/bEHMNKNRrM","Your a jackass. I love the USA. I have been calling for cyber security forever. After the WH, DOD, and State were hacked y didn't they fix it?",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_8.csv,Technology & Cyber,"['\\bhacked\\b', '\\bsecurity\\b']",['\\bhacked\\b'],['\\bsecurity\\b'],[],1,1,0,18,,,
"To protect CNN's image, Google removed over 15,000 one-star reviews on the App Store. They thought the world wouldn't notice their cover-up. https://t.co/Fvq1c9yS1R","To protect CNN's image, Google removed over 15,000 one-star reviews on the App Store. They thought the world wouldn't notice their cover-up.",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_8.csv,Technology & Cyber,"['\\bapp store\\b', '\\bgoogle\\b']",['\\bapp store\\b'],['\\bgoogle\\b'],[],1,1,0,18,,,
#topl RT RichardBejah: #IOS #Apple On managing outrage in Silicon Valley:  I hate sexi.. https://t.co/rAzuNs9tS9 https://t.co/ktslFQdO6d …,#topl RT RichardBejah: #IOS #Apple On managing outrage in Silicon Valley: I hate sexi.. …,English,Right,RightTroll,,0,IRAhandle_tweets_5.csv,Technology & Cyber,"['\\bios\\b', '\\bapple\\b']",['\\bios\\b'],['\\bapple\\b'],[],1,1,0,18,,,
Apple now accepting your banged-up iPhone  #news,Apple now accepting your banged-up iPhone #news,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,17,,,
Experts suspect lax security left Anthem vulnerable to hackers  #news,Experts suspect lax security left Anthem vulnerable to hackers #news,English,local,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bhackers\\b', '\\bsecurity\\b']",['\\bhackers\\b'],['\\bsecurity\\b'],[],1,1,0,17,,,
U.S. judge expresses doubts over forcing Apple to unlock iPhone  #tech,U.S. judge expresses doubts over forcing Apple to unlock iPhone #tech,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,16,,,
Unlocking San Bernardino iPhone would be 'bad for America': Apple CEO  #tech,Unlocking San Bernardino iPhone would be 'bad for America': Apple CEO #tech,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,16,,,
"Hacker releases cell phone numbers, personal emails of Hous... https://t.co/wEH5Neq3Xs \| https://t.co/aXQaNDGlF7 https://t.co/cJ831VXqeJ","Hacker releases cell phone numbers, personal emails of Hous... \|",English,local,NewsFeed,,0,IRAhandle_tweets_8.csv,Technology & Cyber,"['\\bhacker\\b', '\\bphone\\b']",['\\bhacker\\b'],['\\bphone\\b'],[],1,1,0,16,,,
Apple ordered to suspend iPhone 6 sales in Beijing  #business,Apple ordered to suspend iPhone 6 sales in Beijing #business,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,16,,,
BREAKING: John Kelly’s Personal Cell Phone Hacked and Compromised https://t.co/zNQinmg430,BREAKING: John Kelly’s Personal Cell Phone Hacked and Compromised,English,Right,RightTroll,,0,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhacked\\b', '\\bphone\\b']",['\\bhacked\\b'],['\\bphone\\b'],[],1,1,0,16,,,
#TopNews Hired experts back claims St. Jude heart devices can be hacked,#TopNews Hired experts back claims St. Jude heart devices can be hacked,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bhacked\\b', '\\bdevices\\b']",['\\bhacked\\b'],['\\bdevices\\b'],[],1,1,0,16,,,
"U.S. succeeds in cracking Apple's iPhone, drops legal action  #tech","U.S. succeeds in cracking Apple's iPhone, drops legal action #tech",English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,16,,,
Apple's first battery case gives the iPhone a boost–and a hump https://t.co/GbQXExpspk https://t.co/EjhzeY1HtE,Apple's first battery case gives the iPhone a boost–and a hump,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,16,,,
"Apple sets March 21 event, Wall Street sees new, smaller iPhone  #tech","Apple sets March 21 event, Wall Street sees new, smaller iPhone #tech",English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,16,,,
"Apple outlook, profit pleases Wall Street as iPhone sales surge  #tech","Apple outlook, profit pleases Wall Street as iPhone sales surge #tech",English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,16,,,
Energy sector turns to security firms to stop cyberattacks https://t.co/InuGlFj0lN https://t.co/u3S5qQyNmn,Energy sector turns to security firms to stop cyberattacks,English,local,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bcyberattacks\\b', '\\bsecurity\\b']",['\\bcyberattacks\\b'],['\\bsecurity\\b'],[],1,1,0,16,,,
Google hopes license sharing will stop Android patent trolls https://t.co/b4iSBeuaKW,Google hopes license sharing will stop Android patent trolls,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bandroid\\b', '\\bgoogle\\b']",['\\bandroid\\b'],['\\bgoogle\\b'],[],1,1,0,16,,,
New iPhone 7 expected to be revealed at Apple event on Sept. 7  #tech,New iPhone 7 expected to be revealed at Apple event on Sept. 7 #tech,English,news,NewsFeed,,0,IRAhandle_tweets_6.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,16,,,
"Apple expected to cut iPhone 6S, 6S Plus production: Nikkei  #tech","Apple expected to cut iPhone 6S, 6S Plus production: Nikkei #tech",English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,16,,,
Apple investors focus on iPhone sales for the holiday quarter  #tech,Apple investors focus on iPhone sales for the holiday quarter #tech,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,16,,,
Apple Watch receives first big software update with watchOS2  #NewYork,Apple Watch receives first big software update with watchOS2 #NewYork,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bsoftware\\b', '\\bapple\\b']",['\\bsoftware\\b'],['\\bapple\\b'],[],1,1,0,16,,,
#TopNews Privacy groups urge U.S. judge to support Apple in iPhone case,#TopNews Privacy groups urge U.S. judge to support Apple in iPhone case,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,16,,,
Apple posts historic drop in iPhone sales; forecast disappoints  #tech,Apple posts historic drop in iPhone sales; forecast disappoints #tech,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,16,,,
Apple lists top 25 apps hit by malware  #tech,Apple lists top 25 apps hit by malware #tech,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bmalware\\b', '\\bapple\\b']",['\\bmalware\\b'],['\\bapple\\b'],[],1,1,0,16,,,
"Tech Trends: New Apple ID phishing, texting scam hitting iPhones https://t.co/7eBp4OT3Mv","Tech Trends: New Apple ID phishing, texting scam hitting iPhones",English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\biphones\\b', '\\bapple\\b']",['\\biphones\\b'],['\\bapple\\b'],[],1,1,0,16,,,
Apple hiding these iPhone tricks from you https://t.co/2I6Mj1B1Lf https://t.co/OV1loGJ85V,Apple hiding these iPhone tricks from you,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,16,,,
Apple encourages organ-donation registrations via iPhone https://t.co/YjytOTctPg #business,Apple encourages organ-donation registrations via iPhone #business,English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Technology & Cyber,"['\\biphone\\b', '\\bapple\\b']",['\\biphone\\b'],['\\bapple\\b'],[],1,1,0,16,,,
Google appoints VMware co-founder Greene to run cloud business  #tech,Google appoints VMware co-founder Greene to run cloud business #tech,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bcloud\\b', '\\bgoogle\\b']",['\\bcloud\\b'],['\\bgoogle\\b'],[],1,1,0,16,,,
